crop_path,video,frame,tag_idx,bead_idx,sam3_score
data\bead_crops\from_video_dedup\C0023_frame001100_tag1_bead3.jpg,C0023.MP4,1100,1,3,0.957
data\bead_crops\from_video_dedup\C0023_frame007450_tag2_bead3.jpg,C0023.MP4,7450,2,3,0.9609
data\bead_crops\from_video_dedup\C0023_frame001575_tag2_bead1.jpg,C0023.MP4,1575,2,1,0.9648
data\bead_crops\from_video_dedup\C0023_frame006125_tag3_bead3.jpg,C0023.MP4,6125,3,3,0.9336
data\bead_crops\from_video_dedup\C0025_frame003050_tag1_bead0.jpg,C0025.MP4,3050,1,0,0.9414
data\bead_crops\from_video_dedup\C0023_frame005800_tag2_bead0.jpg,C0023.MP4,5800,2,0,0.9688
data\bead_crops\from_video_dedup\C0023_frame000625_tag1_bead1.jpg,C0023.MP4,625,1,1,0.9648
data\bead_crops\from_video_dedup\C0021_frame004200_tag1_bead1.jpg,C0021.MP4,4200,1,1,0.9531
data\bead_crops\from_video_dedup\C0023_frame004975_tag4_bead0.jpg,C0023.MP4,4975,4,0,0.9102
data\bead_crops\from_video_dedup\C0025_frame002725_tag2_bead3.jpg,C0025.MP4,2725,2,3,0.9609
data\bead_crops\from_video_dedup\C0025_frame002675_tag0_bead1.jpg,C0025.MP4,2675,0,1,0.9414
data\bead_crops\from_video_dedup\C0021_frame004375_tag0_bead3.jpg,C0021.MP4,4375,0,3,0.9648
data\bead_crops\from_video_dedup\C0021_frame008150_tag1_bead0.jpg,C0021.MP4,8150,1,0,0.9727
data\bead_crops\from_video_dedup\C0025_frame002000_tag1_bead4.jpg,C0025.MP4,2000,1,4,0.9219
data\bead_crops\from_video_dedup\C0025_frame000925_tag3_bead3.jpg,C0025.MP4,925,3,3,0.5234
data\bead_crops\from_video_dedup\C0023_frame000600_tag3_bead3.jpg,C0023.MP4,600,3,3,0.9258
data\bead_crops\from_video_dedup\C0023_frame002925_tag4_bead1.jpg,C0023.MP4,2925,4,1,0.957
data\bead_crops\from_video_dedup\C0023_frame001575_tag0_bead1.jpg,C0023.MP4,1575,0,1,0.9609
data\bead_crops\from_video_dedup\C0025_frame002200_tag3_bead3.jpg,C0025.MP4,2200,3,3,0.9141
data\bead_crops\from_video_dedup\C0023_frame007150_tag1_bead1.jpg,C0023.MP4,7150,1,1,0.9609
data\bead_crops\from_video_dedup\C0025_frame003500_tag2_bead2.jpg,C0025.MP4,3500,2,2,0.9648
data\bead_crops\from_video_dedup\C0025_frame001975_tag4_bead4.jpg,C0025.MP4,1975,4,4,0.8867
data\bead_crops\from_video_dedup\C0021_frame005700_tag1_bead3.jpg,C0021.MP4,5700,1,3,0.957
data\bead_crops\from_video_dedup\C0023_frame007325_tag4_bead2.jpg,C0023.MP4,7325,4,2,0.9609
data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead4.jpg,C0023.MP4,725,0,4,0.918
data\bead_crops\from_video_dedup\C0023_frame007700_tag0_bead3.jpg,C0023.MP4,7700,0,3,0.9609
data\bead_crops\from_video_dedup\C0025_frame001575_tag2_bead4.jpg,C0025.MP4,1575,2,4,0.9336
data\bead_crops\from_video_dedup\C0025_frame004075_tag3_bead3.jpg,C0025.MP4,4075,3,3,0.9492
data\bead_crops\from_video_dedup\C0025_frame002975_tag4_bead4.jpg,C0025.MP4,2975,4,4,0.9375
data\bead_crops\from_video_dedup\C0025_frame002250_tag2_bead3.jpg,C0025.MP4,2250,2,3,0.8789
data\bead_crops\from_video_dedup\C0021_frame005000_tag0_bead3.jpg,C0021.MP4,5000,0,3,0.9336
data\bead_crops\from_video_dedup\C0023_frame000275_tag0_bead3.jpg,C0023.MP4,275,0,3,0.9531
data\bead_crops\from_video_dedup\C0025_frame000025_tag1_bead3.jpg,C0025.MP4,25,1,3,0.9648
data\bead_crops\from_video_dedup\C0023_frame005875_tag2_bead0.jpg,C0023.MP4,5875,2,0,0.957
data\bead_crops\from_video_dedup\C0021_frame007700_tag1_bead2.jpg,C0021.MP4,7700,1,2,0.9648
data\bead_crops\from_video_dedup\C0025_frame001950_tag2_bead2.jpg,C0025.MP4,1950,2,2,0.9375
data\bead_crops\from_video_dedup\C0025_frame003925_tag1_bead2.jpg,C0025.MP4,3925,1,2,0.9453
data\bead_crops\from_video_dedup\C0025_frame000925_tag1_bead3.jpg,C0025.MP4,925,1,3,0.9531
data\bead_crops\from_video_dedup\C0023_frame003625_tag3_bead1.jpg,C0023.MP4,3625,3,1,0.9141
data\bead_crops\from_video_dedup\C0021_frame008075_tag1_bead0.jpg,C0021.MP4,8075,1,0,0.957
data\bead_crops\from_video_dedup\C0023_frame007550_tag0_bead2.jpg,C0023.MP4,7550,0,2,0.957
data\bead_crops\from_video_dedup\C0023_frame000350_tag4_bead3.jpg,C0023.MP4,350,4,3,0.9492
data\bead_crops\from_video_dedup\C0023_frame006250_tag4_bead0.jpg,C0023.MP4,6250,4,0,0.9688
data\bead_crops\from_video_dedup\C0025_frame003125_tag3_bead1.jpg,C0025.MP4,3125,3,1,0.9648
data\bead_crops\from_video_dedup\C0025_frame001050_tag0_bead4.jpg,C0025.MP4,1050,0,4,0.9531
data\bead_crops\from_video_dedup\C0025_frame002775_tag5_bead2.jpg,C0025.MP4,2775,5,2,0.957
data\bead_crops\from_video_dedup\C0025_frame000575_tag1_bead3.jpg,C0025.MP4,575,1,3,0.957
data\bead_crops\from_video_dedup\C0025_frame004725_tag1_bead4.jpg,C0025.MP4,4725,1,4,0.957
data\bead_crops\from_video_dedup\C0023_frame000500_tag0_bead0.jpg,C0023.MP4,500,0,0,0.9648
data\bead_crops\from_video_dedup\C0023_frame002925_tag0_bead2.jpg,C0023.MP4,2925,0,2,0.8438
data\bead_crops\from_video_dedup\C0021_frame004725_tag0_bead2.jpg,C0021.MP4,4725,0,2,0.9609
data\bead_crops\from_video_dedup\C0025_frame003150_tag2_bead1.jpg,C0025.MP4,3150,2,1,0.8945
data\bead_crops\from_video_dedup\C0025_frame001050_tag4_bead1.jpg,C0025.MP4,1050,4,1,0.7695
data\bead_crops\from_video_dedup\C0025_frame002900_tag2_bead2.jpg,C0025.MP4,2900,2,2,0.9492
data\bead_crops\from_video_dedup\C0023_frame003825_tag2_bead3.jpg,C0023.MP4,3825,2,3,0.9648
data\bead_crops\from_video_dedup\C0023_frame007450_tag3_bead0.jpg,C0023.MP4,7450,3,0,0.918
data\bead_crops\from_video_dedup\C0023_frame004350_tag2_bead2.jpg,C0023.MP4,4350,2,2,0.875
data\bead_crops\from_video_dedup\C0025_frame002775_tag5_bead0.jpg,C0025.MP4,2775,5,0,0.9609
data\bead_crops\from_video_dedup\C0023_frame005900_tag0_bead2.jpg,C0023.MP4,5900,0,2,0.9648
data\bead_crops\from_video_dedup\C0023_frame006150_tag3_bead3.jpg,C0023.MP4,6150,3,3,0.9531
data\bead_crops\from_video_dedup\C0023_frame004475_tag2_bead3.jpg,C0023.MP4,4475,2,3,0.9492
data\bead_crops\from_video_dedup\C0023_frame008000_tag0_bead3.jpg,C0023.MP4,8000,0,3,0.9609
data\bead_crops\from_video_dedup\C0023_frame008150_tag2_bead0.jpg,C0023.MP4,8150,2,0,0.9766
data\bead_crops\from_video_dedup\C0023_frame002650_tag4_bead3.jpg,C0023.MP4,2650,4,3,0.9531
data\bead_crops\from_video_dedup\C0025_frame002625_tag2_bead3.jpg,C0025.MP4,2625,2,3,0.9648
data\bead_crops\from_video_dedup\C0023_frame005525_tag3_bead0.jpg,C0023.MP4,5525,3,0,0.9609
data\bead_crops\from_video_dedup\C0023_frame001325_tag1_bead0.jpg,C0023.MP4,1325,1,0,0.957
data\bead_crops\from_video_dedup\C0025_frame000500_tag2_bead3.jpg,C0025.MP4,500,2,3,0.9414
data\bead_crops\from_video_dedup\C0025_frame001050_tag3_bead0.jpg,C0025.MP4,1050,3,0,0.9727
data\bead_crops\from_video_dedup\C0023_frame004125_tag4_bead3.jpg,C0023.MP4,4125,4,3,0.9609
data\bead_crops\from_video_dedup\C0023_frame001000_tag2_bead2.jpg,C0023.MP4,1000,2,2,0.9648
data\bead_crops\from_video_dedup\C0023_frame002700_tag0_bead1.jpg,C0023.MP4,2700,0,1,0.7695
data\bead_crops\from_video_dedup\C0023_frame002350_tag0_bead1.jpg,C0023.MP4,2350,0,1,0.9297
data\bead_crops\from_video_dedup\C0023_frame001750_tag4_bead1.jpg,C0023.MP4,1750,4,1,0.9727
data\bead_crops\from_video_dedup\C0023_frame007475_tag2_bead0.jpg,C0023.MP4,7475,2,0,0.9688
data\bead_crops\from_video_dedup\C0023_frame002400_tag3_bead3.jpg,C0023.MP4,2400,3,3,0.957
data\bead_crops\from_video_dedup\C0023_frame006475_tag4_bead3.jpg,C0023.MP4,6475,4,3,0.9297
data\bead_crops\from_video_dedup\C0021_frame007725_tag0_bead4.jpg,C0021.MP4,7725,0,4,0.6367
data\bead_crops\from_video_dedup\C0023_frame006675_tag1_bead1.jpg,C0023.MP4,6675,1,1,0.9609
data\bead_crops\from_video_dedup\C0023_frame003625_tag2_bead3.jpg,C0023.MP4,3625,2,3,0.9609
data\bead_crops\from_video_dedup\C0023_frame007525_tag3_bead2.jpg,C0023.MP4,7525,3,2,0.9531
data\bead_crops\from_video_dedup\C0021_frame006375_tag2_bead1.jpg,C0021.MP4,6375,2,1,0.8477
data\bead_crops\from_video_dedup\C0023_frame001225_tag1_bead1.jpg,C0023.MP4,1225,1,1,0.9648
data\bead_crops\from_video_dedup\C0025_frame002500_tag3_bead3.jpg,C0025.MP4,2500,3,3,0.9688
data\bead_crops\from_video_dedup\C0025_frame003125_tag3_bead3.jpg,C0025.MP4,3125,3,3,0.957
data\bead_crops\from_video_dedup\C0023_frame000275_tag0_bead2.jpg,C0023.MP4,275,0,2,0.9531
data\bead_crops\from_video_dedup\C0023_frame002700_tag0_bead3.jpg,C0023.MP4,2700,0,3,0.6719
data\bead_crops\from_video_dedup\C0021_frame000425_tag1_bead4.jpg,C0021.MP4,425,1,4,0.918
data\bead_crops\from_video_dedup\C0023_frame008325_tag0_bead4.jpg,C0023.MP4,8325,0,4,0.9414
data\bead_crops\from_video_dedup\C0023_frame004175_tag3_bead0.jpg,C0023.MP4,4175,3,0,0.9727
data\bead_crops\from_video_dedup\C0025_frame002425_tag2_bead3.jpg,C0025.MP4,2425,2,3,0.9727
data\bead_crops\from_video_dedup\C0023_frame004025_tag0_bead0.jpg,C0023.MP4,4025,0,0,0.9727
data\bead_crops\from_video_dedup\C0023_frame008200_tag1_bead2.jpg,C0023.MP4,8200,1,2,0.9727
data\bead_crops\from_video_dedup\C0025_frame003175_tag2_bead2.jpg,C0025.MP4,3175,2,2,0.9531
data\bead_crops\from_video_dedup\C0025_frame001975_tag0_bead4.jpg,C0025.MP4,1975,0,4,0.957
data\bead_crops\from_video_dedup\C0023_frame004100_tag0_bead1.jpg,C0023.MP4,4100,0,1,0.9648
data\bead_crops\from_video_dedup\C0025_frame001925_tag1_bead4.jpg,C0025.MP4,1925,1,4,0.9609
data\bead_crops\from_video_dedup\C0025_frame002775_tag1_bead0.jpg,C0025.MP4,2775,1,0,0.9688
data\bead_crops\from_video_dedup\C0025_frame000100_tag1_bead4.jpg,C0025.MP4,100,1,4,0.9531
data\bead_crops\from_video_dedup\C0023_frame003675_tag2_bead3.jpg,C0023.MP4,3675,2,3,0.9648
data\bead_crops\from_video_dedup\C0023_frame007425_tag4_bead1.jpg,C0023.MP4,7425,4,1,0.7031
data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead3.jpg,C0023.MP4,725,0,3,0.9336
data\bead_crops\from_video_dedup\C0025_frame002000_tag1_bead2.jpg,C0025.MP4,2000,1,2,0.9453
data\bead_crops\from_video_dedup\C0023_frame002050_tag4_bead2.jpg,C0023.MP4,2050,4,2,0.9258
data\bead_crops\from_video_dedup\C0023_frame007150_tag2_bead0.jpg,C0023.MP4,7150,2,0,0.9609
data\bead_crops\from_video_dedup\C0025_frame002875_tag1_bead4.jpg,C0025.MP4,2875,1,4,0.9453
data\bead_crops\from_video_dedup\C0023_frame001800_tag1_bead3.jpg,C0023.MP4,1800,1,3,0.9375
data\bead_crops\from_video_dedup\C0023_frame000175_tag0_bead0.jpg,C0023.MP4,175,0,0,0.9648
data\bead_crops\from_video_dedup\C0023_frame005400_tag3_bead3.jpg,C0023.MP4,5400,3,3,0.9531
data\bead_crops\from_video_dedup\C0023_frame001000_tag2_bead3.jpg,C0023.MP4,1000,2,3,0.957
data\bead_crops\from_video_dedup\C0023_frame004800_tag1_bead3.jpg,C0023.MP4,4800,1,3,0.957
data\bead_crops\from_video_dedup\C0023_frame001250_tag2_bead1.jpg,C0023.MP4,1250,2,1,0.9375
data\bead_crops\from_video_dedup\C0025_frame002575_tag1_bead0.jpg,C0025.MP4,2575,1,0,0.9688
data\bead_crops\from_video_dedup\C0023_frame007250_tag1_bead3.jpg,C0023.MP4,7250,1,3,0.9453
data\bead_crops\from_video_dedup\C0025_frame003200_tag0_bead1.jpg,C0025.MP4,3200,0,1,0.9609
data\bead_crops\from_video_dedup\C0023_frame006350_tag3_bead4.jpg,C0023.MP4,6350,3,4,0.9375
data\bead_crops\from_video_dedup\C0023_frame001950_tag2_bead1.jpg,C0023.MP4,1950,2,1,0.9609
data\bead_crops\from_video_dedup\C0021_frame001625_tag2_bead2.jpg,C0021.MP4,1625,2,2,0.9062
